"DeptCodeDW","Province","2010-11","2011-12","2010-11","2011-12","2012-13"
"RSCT","AB",0,0,0,0,0
"RSCT","SK",0,0,0,0,0
"RSCT","MB",0,0,0,0,0
"RSCT","NCR ON",9,11,9,11,10
"RSCT","NCR QC",0,0,0,0,0
"RSCT","ON (minus NCR)",0,0,0,0,0
"RSCT","QC (minus NCR)",0,0,0,0,0
"RSCT","NB",0,0,0,0,0
"RSCT","NS",0,0,0,0,0
"RSCT","PE",0,0,0,0,0
"RSCT","NL",0,0,0,0,0
"RSCT","Abroad",0,0,0,0,0
"SC","NU",0,1,0,1,1
"SC","NT",3,4,3,4,4
"SC","YT",5,10,5,10,6
"SC","BC",281,195,281,195,121
"SC","AB",409,360,409,360,283
"SC","SK",75,79,75,79,41
"SC","MB",261,373,261,373,237
"SC","NCR ON",5206,5209,5206,5209,4159
"SC","NCR QC",77,8,77,8,103
"SC","ON (minus NCR)",896,750,896,750,545
"SC","QC (minus NCR)",496,469,496,469,331
"SC","NB",60,65,60,65,45
"SC","NS",269,322,269,322,204
"SC","PE",19,35,19,35,23
"SC","NL",48,47,48,47,28
"SC","Abroad",0,0,0,0,0
"SCC","NU",0,0,0,0,0
"SCC","NT",0,0,0,0,0
"SCC","YT",0,0,0,0,0
"SCC","BC",0,0,0,0,0
"SCC","AB",0,0,0,0,0
"SCC","SK",0,0,0,0,0
"SCC","MB",0,0,0,0,0
"SCC","NCR ON",219,236,219,236,224
"SCC","NCR QC",0,0,0,0,0
"SCC","ON (minus NCR)",0,0,0,0,0
"SCC","QC (minus NCR)",0,0,0,0,1
"SCC","NB",0,0,0,0,0
"SCC","NS",0,0,0,0,0
"SCC","PE",0,0,0,0,0
"SCC","NL",0,0,0,0,0
"SCC","Abroad",0,0,0,0,0
"SHARE","NU",0,0,0,0,0
"SHARE","NT",0,0,0,0,3
"SHARE","YT",0,0,0,0,0
"SHARE","BC",0,0,0,0,138
"SHARE","AB",0,0,0,0,92
"SHARE","SK",0,0,0,0,24
"SHARE","MB",0,0,0,0,99
"SHARE","NCR ON",0,0,0,0,2662
"SHARE","NCR QC",0,0,0,0,1227
"SHARE","ON (minus NCR)",0,0,0,0,279
"SHARE","QC (minus NCR)",0,0,0,0,387
"SHARE","NB",0,0,0,0,168
"SHARE","NS",0,0,0,0,96
"SHARE","PE",0,0,0,0,83
"SHARE","NL",0,0,0,0,41
"SHARE","Abroad",0,0,0,0,0
"SIRC","NU",0,0,0,0,0
"SIRC","NT",0,0,0,0,0
"SIRC","YT",0,0,0,0,0
"SIRC","BC",0,0,0,0,0
"SIRC","AB",0,0,0,0,0
"SIRC","SK",0,0,0,0,0
"SIRC","MB",0,0,0,0,0
"SIRC","NCR ON",15,17,15,17,15
"SIRC","NCR QC",0,0,0,0,0
"SIRC","ON (minus NCR)",0,0,0,0,0
"SIRC","QC (minus NCR)",0,0,0,0,0
"SIRC","NB",0,0,0,0,0
"SIRC","NS",0,0,0,0,0
"SIRC","PE",0,0,0,0,0
"SIRC","NL",0,0,0,0,0
"SIRC","Abroad",0,0,0,0,0
"SSHRC","NU",0,0,0,0,0
"SSHRC","NT",0,0,0,0,0
"SSHRC","YT",0,0,0,0,0
"SSHRC","BC",0,0,0,0,0
"SSHRC","AB",0,0,0,0,0
"SSHRC","SK",0,0,0,0,0
"SSHRC","MB",0,0,0,0,0
"SSHRC","NCR ON",216,213,216,213,199
"SSHRC","NCR QC",0,0,0,0,0
"SSHRC","ON (minus NCR)",0,0,0,0,0
"SSHRC","QC (minus NCR)",0,0,0,0,0
"SSHRC","NB",0,0,0,0,0
"SSHRC","NS",0,0,0,0,0
"SSHRC","PE",0,0,0,0,0
"SSHRC","NL",0,0,0,0,0
"SSHRC","Abroad",0,0,0,0,0
"SWC","NU",0,0,0,0,0
"SWC","NT",0,0,0,0,0
"SWC","YT",0,0,0,0,0
"SWC","BC",0,0,0,0,0
"SWC","AB",5,6,5,6,6
"SWC","SK",0,0,0,0,0
"SWC","MB",0,0,0,0,0
"SWC","NCR ON",87,81,87,81,84
"SWC","NCR QC",0,0,0,0,0
"SWC","ON (minus NCR)",0,0,0,0,0
"SWC","QC (minus NCR)",5,7,5,7,5
"SWC","NB",5,4,5,4,5
"SWC","NS",0,0,0,0,0
"SWC","PE",0,0,0,0,0
"SWC","NL",0,0,0,0,0
"SWC","Abroad",0,0,0,0,0
"TBC","NU",0,0,0,0,0
"TBC","NT",0,0,0,0,0
"TBC","YT",0,0,0,0,0
"TBC","BC",5,0,5,0,0
"TBC","AB",1,1,1,1,0
"TBC","SK",0,0,0,0,0
"TBC","MB",1,1,1,1,0
"TBC","NCR ON",2141,2059,2141,2059,1858
"TBC","NCR QC",8,3,8,3,0
"TBC","ON (minus NCR)",5,2,5,2,1
"TBC","QC (minus NCR)",5,2,5,2,0
"TBC","NB",2,2,2,2,1
"TBC","NS",4,2,4,2,0
"TBC","PE",1,0,1,0,0
"TBC","NL",4,1,4,1,0
"TBC","Abroad",0,0,0,0,0
"TC","NU",0,0,0,0,0
"TC","NT",3,3,3,3,3
"TC","YT",5,5,5,5,4
"TC","BC",571,535,571,535,471
"TC","AB",212,201,212,201,169
"TC","SK",13,14,13,14,12
"TC","MB",269,257,269,257,229
"TC","NCR ON",2887,2845,2887,2845,2522
"TC","NCR QC",28,25,28,25,21
"TC","ON (minus NCR)",538,496,538,496,450
"TC","QC (minus NCR)",553,528,553,528,490
"TC","NB",207,200,207,200,180
"TC","NS",153,147,153,147,124
"TC","PE",9,8,9,8,7
"TC","NL",104,105,104,105,94
"TC","Abroad",1,1,1,1,2
"TRC","NU",0,0,0,0,0
"TRC","NT",4,5,4,5,2
"TRC","YT",0,0,0,0,0
"TRC","BC",2,1,2,1,1
"TRC","AB",2,3,2,3,2
"TRC","SK",1,1,1,1,0
"TRC","MB",26,25,26,25,15
"TRC","NCR ON",7,11,7,11,5
"TRC","NCR QC",0,0,0,0,0
"TRC","ON (minus NCR)",0,0,0,0,0
"TRC","QC (minus NCR)",1,1,1,1,0
"TRC","NB",0,0,0,0,0
"TRC","NS",0,0,0,0,0
"TRC","PE",0,0,0,0,0
"TRC","NL",0,0,0,0,0
"TRC","Abroad",0,0,0,0,0
"VAC","NU",0,0,0,0,0
"VAC","NT",0,0,0,0,0
"VAC","YT",0,0,0,0,0
"VAC","BC",262,228,262,228,198
"VAC","AB",95,80,95,80,77
"VAC","SK",32,29,32,29,21
"VAC","MB",138,132,138,132,114
"VAC","NCR ON",208,182,208,182,174
"VAC","NCR QC",10,9,10,9,12
"VAC","ON (minus NCR)",440,398,440,398,373
"VAC","QC (minus NCR)",1197,1171,1197,1171,1132
"VAC","NB",67,63,67,63,63
"VAC","NS",175,173,175,173,151
"VAC","PE",1409,1325,1409,1325,1242
"VAC","NL",38,31,38,31,28
"VAC","Abroad",18,18,18,18,17
"WDO","NU",0,0,0,0,0
"WDO","NT",0,0,0,0,0
"WDO","YT",0,0,0,0,0
"WDO","BC",93,87,93,87,69
"WDO","AB",194,159,194,159,132
"WDO","SK",64,54,64,54,41
"WDO","MB",72,66,72,66,47
"WDO","NCR ON",56,53,56,53,46
"WDO","NCR QC",0,0,0,0,0
"WDO","ON (minus NCR)",0,0,0,0,0
"WDO","QC (minus NCR)",0,0,0,0,0
"WDO","NB",0,0,0,0,0
"WDO","NS",0,0,0,0,0
"WDO","PE",0,0,0,0,0
"WDO","NL",0,0,0,0,0
"WDO","Abroad",0,0,0,0,0
